Country Name,Country Code,Series Name,Series Code,Quarter,Value,Year,Source,Indicator Category,Region,Value_Transformed,Year_Quarter
Rwanda,RWA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,46.0,2021,WDI,Economic Indicators,Sub-Saharan Africa,3.8501476017100575,2021_0
Senegal,SEN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.983333333333,2021,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2021_0
Slovak Republic,SVK,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,146.0,2021,WDI,Economic Indicators,Europe,4.990432586778736,2021_0
Slovenia,SVN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,350.0,2021,WDI,Economic Indicators,Europe,5.860786223465865,2021_0
South Africa,ZAF,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,833.0,2021,WDI,Economic Indicators,Sub-Saharan Africa,6.726233402358747,2021_0
Spain,ESP,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,284.0,2021,WDI,Economic Indicators,Europe,5.652489180268651,2021_0
Sri Lanka,LKA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,27.0,2021,WDI,Economic Indicators,South Asia,3.332204510175204,2021_0
Sweden,SWE,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,29.0,2021,WDI,Economic Indicators,Europe,3.4011973816621555,2021_0
Switzerland,CHE,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,8405.0,2021,WDI,Economic Indicators,Europe,9.036701015565065,2021_0
Tajikistan,TJK,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.983333333333,2021,WDI,Economic Indicators,Central Asia,7.893565854580093,2021_0
Thailand,THA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,1364.0,2021,WDI,Economic Indicators,East Asia & Pacific,7.21890970761906,2021_0
Turkiye,TUR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,6571.0,2021,WDI,Economic Indicators,Europe,8.790573479157159,2021_0
Uganda,UGA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.983333333333,2021,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2021_0
United Kingdom,GBR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,46481.0,2021,WDI,Economic Indicators,Europe,10.746820419859958,2021_0
Canada,CAN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,North America,7.893565854580093,2022_0
United States,USA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,North America,7.893565854580093,2022_0
Argentina,ARG,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
Brazil,BRA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
Colombia,COL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
Costa Rica,CRI,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
Dominican Republic,DOM,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
El Salvador,SLV,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
Guatemala,GTM,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
Honduras,HND,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
Mexico,MEX,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,North America,7.893565854580093,2022_0
Nicaragua,NIC,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
Paraguay,PRY,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
Peru,PER,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
St. Lucia,LCA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
Uruguay,URY,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2022_0
Albania,ALB,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Armenia,ARM,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Australia,AUS,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2022_0
Austria,AUT,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Bangladesh,BGD,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,South Asia,7.893565854580093,2022_0
Belgium,BEL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Bosnia and Herzegovina,BIH,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Bulgaria,BGR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Cote d'Ivoire,CIV,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2022_0
Croatia,HRV,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Cyprus,CYP,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Czechia,CZE,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Denmark,DNK,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Estonia,EST,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Fiji,FJI,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2022_0
Finland,FIN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
France,FRA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Georgia,GEO,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Germany,DEU,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Greece,GRC,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Hungary,HUN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Iceland,ISL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Indonesia,IDN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2022_0
Ireland,IRL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Italy,ITA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Japan,JPN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2022_0
Kazakhstan,KAZ,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Central Asia,7.893565854580093,2022_0
Kenya,KEN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2022_0
"Korea, Rep.",KOR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2022_0
Kosovo,XKX,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Kyrgyz Republic,KGZ,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Central Asia,7.893565854580093,2022_0
Latvia,LVA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Lithuania,LTU,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Luxembourg,LUX,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Malta,MLT,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Mauritius,MUS,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2022_0
Moldova,MDA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Nepal,NPL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,South Asia,7.893565854580093,2022_0
Netherlands,NLD,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
North Macedonia,MKD,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Norway,NOR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Pakistan,PAK,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,South Asia,7.893565854580093,2022_0
Philippines,PHL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2022_0
Poland,POL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Portugal,PRT,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Romania,ROU,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Rwanda,RWA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2022_0
Senegal,SEN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2022_0
Slovak Republic,SVK,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Slovenia,SVN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
South Africa,ZAF,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2022_0
Spain,ESP,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Sri Lanka,LKA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,South Asia,7.893565854580093,2022_0
Sweden,SWE,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Switzerland,CHE,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Tajikistan,TJK,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Central Asia,7.893565854580093,2022_0
Thailand,THA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2022_0
Turkiye,TUR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Uganda,UGA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2022_0
United Kingdom,GBR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2022,WDI,Economic Indicators,Europe,7.893565854580093,2022_0
Canada,CAN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,North America,7.893565854580093,2023_0
United States,USA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,North America,7.893565854580093,2023_0
Argentina,ARG,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
Brazil,BRA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
Colombia,COL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
Costa Rica,CRI,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
Dominican Republic,DOM,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
El Salvador,SLV,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
Guatemala,GTM,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
Honduras,HND,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
Mexico,MEX,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,North America,7.893565854580093,2023_0
Nicaragua,NIC,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
Paraguay,PRY,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
Peru,PER,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
St. Lucia,LCA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
Uruguay,URY,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Latin America & Caribbean,7.893565854580093,2023_0
Albania,ALB,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Armenia,ARM,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Australia,AUS,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2023_0
Austria,AUT,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Bangladesh,BGD,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,South Asia,7.893565854580093,2023_0
Belgium,BEL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Bosnia and Herzegovina,BIH,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Bulgaria,BGR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Cote d'Ivoire,CIV,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2023_0
Croatia,HRV,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Cyprus,CYP,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Czechia,CZE,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Denmark,DNK,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Estonia,EST,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Fiji,FJI,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2023_0
Finland,FIN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
France,FRA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Georgia,GEO,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Germany,DEU,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Greece,GRC,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Hungary,HUN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Iceland,ISL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Indonesia,IDN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2023_0
Ireland,IRL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Italy,ITA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Japan,JPN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2023_0
Kazakhstan,KAZ,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Central Asia,7.893565854580093,2023_0
Kenya,KEN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2023_0
"Korea, Rep.",KOR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2023_0
Kosovo,XKX,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Kyrgyz Republic,KGZ,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Central Asia,7.893565854580093,2023_0
Latvia,LVA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Lithuania,LTU,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Luxembourg,LUX,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Malta,MLT,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Mauritius,MUS,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2023_0
Moldova,MDA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Nepal,NPL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,South Asia,7.893565854580093,2023_0
Netherlands,NLD,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
North Macedonia,MKD,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Norway,NOR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Pakistan,PAK,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,South Asia,7.893565854580093,2023_0
Philippines,PHL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2023_0
Poland,POL,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Portugal,PRT,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Romania,ROU,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Rwanda,RWA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2023_0
Senegal,SEN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2023_0
Slovak Republic,SVK,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Slovenia,SVN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
South Africa,ZAF,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2023_0
Spain,ESP,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Sri Lanka,LKA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,South Asia,7.893565854580093,2023_0
Sweden,SWE,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Switzerland,CHE,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Tajikistan,TJK,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Central Asia,7.893565854580093,2023_0
Thailand,THA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,East Asia & Pacific,7.893565854580093,2023_0
Turkiye,TUR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
Uganda,UGA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Sub-Saharan Africa,7.893565854580093,2023_0
United Kingdom,GBR,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,0,2678.9833333333336,2023,WDI,Economic Indicators,Europe,7.893565854580093,2023_0
